Gene stable ID	Gene name	GO term accession
ENSMUSG00000053211	Zfy1	GO:0000981
ENSMUSG00000053211	Zfy1	GO:0000981
ENSMUSG00000000103	Zfy2	GO:0000981
ENSMUSG00000000103	Zfy2	GO:0000981
ENSMUSG00000069036	Sry	GO:0003700
ENSMUSG00000069036	Sry	GO:0000981
ENSMUSG00000069036	Sry	GO:0000981
ENSMUSG00000069036	Sry	GO:0000981
ENSMUSG00000022463	Srebf2	GO:0000981
ENSMUSG00000022463	Srebf2	GO:0003700
ENSMUSG00000022463	Srebf2	GO:0001227
ENSMUSG00000022463	Srebf2	GO:0000981
ENSMUSG00000022463	Srebf2	GO:0001227
ENSMUSG00000022463	Srebf2	GO:0000981
ENSMUSG00000022463	Srebf2	GO:0003700
ENSMUSG00000022463	Srebf2	GO:0001227
ENSMUSG00000022463	Srebf2	GO:0000981
ENSMUSG00000024276	Zfp397	GO:0000981
ENSMUSG00000024276	Zfp397	GO:0000981
ENSMUSG00000021244	Ylpm1	GO:0001227
ENSMUSG00000063281	Zfp35	GO:0001228
ENSMUSG00000051469	Zfp24	GO:0000981
ENSMUSG00000051469	Zfp24	GO:0001228
ENSMUSG00000051469	Zfp24	GO:0003700
ENSMUSG00000051469	Zfp24	GO:0001228
ENSMUSG00000051469	Zfp24	GO:0000981
ENSMUSG00000051469	Zfp24	GO:0001228
ENSMUSG00000051469	Zfp24	GO:0003700
ENSMUSG00000042320	Prox2	GO:0000981
ENSMUSG00000042320	Prox2	GO:0000981
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000058794	Nfe2	GO:0003700
ENSMUSG00000071757	Zhx2	GO:0000981
ENSMUSG00000022809	Nr1i2	GO:0003700
ENSMUSG00000022809	Nr1i2	GO:0001228
ENSMUSG00000022809	Nr1i2	GO:0004879
ENSMUSG00000022809	Nr1i2	GO:0004879
ENSMUSG00000022809	Nr1i2	GO:0001228
ENSMUSG00000022809	Nr1i2	GO:0004879
ENSMUSG00000022809	Nr1i2	GO:0004879
ENSMUSG00000024619	Cdx1	GO:0000981
ENSMUSG00000024619	Cdx1	GO:0001228
ENSMUSG00000024619	Cdx1	GO:0003700
ENSMUSG00000024619	Cdx1	GO:0003700
ENSMUSG00000024619	Cdx1	GO:0001228
ENSMUSG00000057469	E2f6	GO:0000981
ENSMUSG00000057469	E2f6	GO:0003700
ENSMUSG00000057469	E2f6	GO:0001227
ENSMUSG00000057469	E2f6	GO:0001227
ENSMUSG00000057469	E2f6	GO:0001227
ENSMUSG00000055639	Dach1	GO:0000981
ENSMUSG00000055639	Dach1	GO:0003700
ENSMUSG00000055639	Dach1	GO:0001227
ENSMUSG00000055639	Dach1	GO:0000981
ENSMUSG00000055639	Dach1	GO:0001227
ENSMUSG00000055639	Dach1	GO:0000981
ENSMUSG00000055639	Dach1	GO:0003700
ENSMUSG00000055639	Dach1	GO:0001227
ENSMUSG00000055639	Dach1	GO:0000981
ENSMUSG00000044149	Nkrf	GO:0001228
ENSMUSG00000044149	Nkrf	GO:0001228
ENSMUSG00000045440	Insm2	GO:0003700
ENSMUSG00000045440	Insm2	GO:0001227
ENSMUSG00000031365	Zfp275	GO:0000981
ENSMUSG00000031365	Zfp275	GO:0000981
ENSMUSG00000031374	Zfp92	GO:0000981
ENSMUSG00000021250	Fos	GO:0003700
ENSMUSG00000021250	Fos	GO:0000981
ENSMUSG00000021250	Fos	GO:0003700
ENSMUSG00000021250	Fos	GO:0003700
ENSMUSG00000021250	Fos	GO:0003700
ENSMUSG00000021250	Fos	GO:0001228
ENSMUSG00000021250	Fos	GO:0001228
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0000981
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0000981
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0000981
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0001227
ENSMUSG00000034271	Jdp2	GO:0003700
ENSMUSG00000034266	Batf	GO:0003700
ENSMUSG00000034266	Batf	GO:0000981
ENSMUSG00000034266	Batf	GO:0003700
ENSMUSG00000034266	Batf	GO:0001228
ENSMUSG00000034266	Batf	GO:0001228
ENSMUSG00000005148	Klf5	GO:0003700
ENSMUSG00000005148	Klf5	GO:0000981
ENSMUSG00000005148	Klf5	GO:0001228
ENSMUSG00000005148	Klf5	GO:0003700
ENSMUSG00000005148	Klf5	GO:0000981
ENSMUSG00000005148	Klf5	GO:0000981
ENSMUSG00000005148	Klf5	GO:0001228
ENSMUSG00000005148	Klf5	GO:0003700
ENSMUSG00000072294	Klf12	GO:0000981
ENSMUSG00000072294	Klf12	GO:0003700
ENSMUSG00000072294	Klf12	GO:0003700
ENSMUSG00000072294	Klf12	GO:0001227
ENSMUSG00000072294	Klf12	GO:0001227
ENSMUSG00000072294	Klf12	GO:0001227
ENSMUSG00000072294	Klf12	GO:0003700
ENSMUSG00000072294	Klf12	GO:0000981
ENSMUSG00000072294	Klf12	GO:0003700
ENSMUSG00000072294	Klf12	GO:0003700
ENSMUSG00000072294	Klf12	GO:0001227
ENSMUSG00000072294	Klf12	GO:0001227
ENSMUSG00000022676	Snai2	GO:0000981
ENSMUSG00000022676	Snai2	GO:0001227
ENSMUSG00000022676	Snai2	GO:0001227
ENSMUSG00000022676	Snai2	GO:0001227
ENSMUSG00000022676	Snai2	GO:0000981
ENSMUSG00000022676	Snai2	GO:0001227
ENSMUSG00000071772	Rhox3a	GO:0000981
ENSMUSG00000071772	Rhox3a	GO:0000981
ENSMUSG00000071772	Rhox3a	GO:0000981
ENSMUSG00000095601	Rhox3a2	GO:0000981
ENSMUSG00000095601	Rhox3a2	GO:0000981
ENSMUSG00000095601	Rhox3a2	GO:0000981
ENSMUSG00000095601	Rhox3a2	GO:0000981
ENSMUSG00000045903	Npas4	GO:0000981
ENSMUSG00000045903	Npas4	GO:0001228
ENSMUSG00000045903	Npas4	GO:0000981
ENSMUSG00000045903	Npas4	GO:0000981
ENSMUSG00000045903	Npas4	GO:0000981
ENSMUSG00000045903	Npas4	GO:0001228
ENSMUSG00000079636	Rhox3c	GO:0000981
ENSMUSG00000079636	Rhox3c	GO:0000981
ENSMUSG00000079636	Rhox3c	GO:0000981
ENSMUSG00000079636	Rhox3c	GO:0000981
ENSMUSG00000041852	Tcf20	GO:0003700
ENSMUSG00000041852	Tcf20	GO:0003700
ENSMUSG00000073197	5730507C01Rik	GO:0001227
ENSMUSG00000073197	5730507C01Rik	GO:0001227
ENSMUSG00000051490	Foxd4	GO:0003700
ENSMUSG00000051490	Foxd4	GO:0000981
ENSMUSG00000039830	Olig2	GO:0003700
ENSMUSG00000039830	Olig2	GO:0000981
ENSMUSG00000039830	Olig2	GO:0003700
ENSMUSG00000039830	Olig2	GO:0003700
ENSMUSG00000039830	Olig2	GO:0000981
ENSMUSG00000046160	Olig1	GO:0000981
ENSMUSG00000046160	Olig1	GO:0003700
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000022708	Zbtb20	GO:0001227
ENSMUSG00000059626	Rhox3e	GO:0000981
ENSMUSG00000059626	Rhox3e	GO:0000981
ENSMUSG00000059626	Rhox3e	GO:0000981
ENSMUSG00000059626	Rhox3e	GO:0000981
ENSMUSG00000095510	Rhox3f	GO:0000981
ENSMUSG00000095510	Rhox3f	GO:0000981
ENSMUSG00000095510	Rhox3f	GO:0000981
ENSMUSG00000095510	Rhox3f	GO:0000981
ENSMUSG00000080933	Rhox3g	GO:0000981
ENSMUSG00000031241	Tbx22	GO:0003700
ENSMUSG00000031241	Tbx22	GO:0003700
ENSMUSG00000031241	Tbx22	GO:0000981
ENSMUSG00000031241	Tbx22	GO:0003700
ENSMUSG00000031241	Tbx22	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000021359	Tfap2a	GO:0003700
ENSMUSG00000071769	Rhox3h	GO:0000981
ENSMUSG00000071769	Rhox3h	GO:0000981
ENSMUSG00000071769	Rhox3h	GO:0000981
ENSMUSG00000071637	Cebpd	GO:0003700
ENSMUSG00000071637	Cebpd	GO:0000981
ENSMUSG00000071637	Cebpd	GO:0001228
ENSMUSG00000071637	Cebpd	GO:0001228
ENSMUSG00000071637	Cebpd	GO:0001228
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0001228
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0001227
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0001227
ENSMUSG00000022346	Myc	GO:0001228
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0001228
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0001227
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0001228
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000022346	Myc	GO:0001227
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0000981
ENSMUSG00000022346	Myc	GO:0003700
ENSMUSG00000053909	Rhox10	GO:0000981
ENSMUSG00000051038	Rhox11	GO:0000981
ENSMUSG00000050197	Rhox13	GO:0000981
ENSMUSG00000048047	Zbtb33	GO:0001227
ENSMUSG00000048047	Zbtb33	GO:0001227
ENSMUSG00000024837	Dmrt1	GO:0000981
ENSMUSG00000024837	Dmrt1	GO:0001228
ENSMUSG00000024837	Dmrt1	GO:0000981
ENSMUSG00000024837	Dmrt1	GO:0001228
ENSMUSG00000063905	Gm10139	GO:0001227
ENSMUSG00000063905	Gm10139	GO:0000981
ENSMUSG00000042372	Dmrt3	GO:0000981
ENSMUSG00000048138	Dmrt2	GO:0000981
ENSMUSG00000048138	Dmrt2	GO:0001228
ENSMUSG00000048138	Dmrt2	GO:0001228
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000001496	Nkx2-1	GO:0001228
ENSMUSG00000001496	Nkx2-1	GO:0003700
ENSMUSG00000001496	Nkx2-1	GO:0003700
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000001496	Nkx2-1	GO:0001228
ENSMUSG00000001496	Nkx2-1	GO:0003700
ENSMUSG00000001496	Nkx2-1	GO:0003700
ENSMUSG00000001496	Nkx2-1	GO:0000981
ENSMUSG00000058669	Nkx2-9	GO:0000981
ENSMUSG00000058669	Nkx2-9	GO:0000981
ENSMUSG00000058669	Nkx2-9	GO:0001228
ENSMUSG00000058669	Nkx2-9	GO:0003700
ENSMUSG00000058669	Nkx2-9	GO:0001228
ENSMUSG00000058669	Nkx2-9	GO:0003700
ENSMUSG00000001497	Pax9	GO:0003700
ENSMUSG00000001497	Pax9	GO:0000981
ENSMUSG00000001497	Pax9	GO:0003700
ENSMUSG00000001497	Pax9	GO:0001228
ENSMUSG00000001497	Pax9	GO:0003700
ENSMUSG00000001497	Pax9	GO:0000981
ENSMUSG00000001497	Pax9	GO:0003700
ENSMUSG00000001497	Pax9	GO:0001228
ENSMUSG00000056854	Pou3f4	GO:0003700
ENSMUSG00000056854	Pou3f4	GO:0000981
ENSMUSG00000056854	Pou3f4	GO:0000981
ENSMUSG00000056854	Pou3f4	GO:0003700
ENSMUSG00000021362	Gcm2	GO:0001228
ENSMUSG00000021362	Gcm2	GO:0000981
ENSMUSG00000021362	Gcm2	GO:0001228
ENSMUSG00000036721	Zscan12	GO:0000981
ENSMUSG00000036721	Zscan12	GO:0000981
ENSMUSG00000036721	Zscan12	GO:0000981
ENSMUSG00000090641	Zfp712	GO:0000981
ENSMUSG00000024912	Fosl1	GO:0003700
ENSMUSG00000024912	Fosl1	GO:0000981
ENSMUSG00000024912	Fosl1	GO:0001228
ENSMUSG00000024912	Fosl1	GO:0001228
ENSMUSG00000024912	Fosl1	GO:0003700
ENSMUSG00000048349	Pou4f1	GO:0003700
ENSMUSG00000048349	Pou4f1	GO:0000981
ENSMUSG00000048349	Pou4f1	GO:0000981
ENSMUSG00000048349	Pou4f1	GO:0003700
ENSMUSG00000048349	Pou4f1	GO:0001228
ENSMUSG00000048349	Pou4f1	GO:0001228
ENSMUSG00000048349	Pou4f1	GO:0000981
ENSMUSG00000048349	Pou4f1	GO:0000981
ENSMUSG00000048349	Pou4f1	GO:0001228
ENSMUSG00000048349	Pou4f1	GO:0001227
ENSMUSG00000058883	Zfp708	GO:0000981
ENSMUSG00000058883	Zfp708	GO:0003700
ENSMUSG00000058883	Zfp708	GO:0000981
ENSMUSG00000058883	Zfp708	GO:0003700
ENSMUSG00000058883	Zfp708	GO:0000981
ENSMUSG00000058883	Zfp708	GO:0003700
ENSMUSG00000100235	Gm28557	GO:0000981
ENSMUSG00000074824	Rslcan18	GO:0000981
ENSMUSG00000057396	Zfp759	GO:0003700
ENSMUSG00000057396	Zfp759	GO:0001228
ENSMUSG00000057396	Zfp759	GO:0003700
ENSMUSG00000057396	Zfp759	GO:0001228
ENSMUSG00000022228	Zscan26	GO:0000981
ENSMUSG00000058900	Rsl1	GO:0000981
ENSMUSG00000058900	Rsl1	GO:0003700
ENSMUSG00000058900	Rsl1	GO:0000981
ENSMUSG00000058900	Rsl1	GO:0003700
ENSMUSG00000051037	Zfp455	GO:0000981
ENSMUSG00000051037	Zfp455	GO:0003700
ENSMUSG00000051037	Zfp455	GO:0000981
ENSMUSG00000051037	Zfp455	GO:0003700
ENSMUSG00000055480	Zfp458	GO:0003700
ENSMUSG00000055480	Zfp458	GO:0001228
ENSMUSG00000040726	Hesx1	GO:0000981
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0000981
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000040726	Hesx1	GO:0001227
ENSMUSG00000055341	Zfp457	GO:0003700
ENSMUSG00000055341	Zfp457	GO:0001228
ENSMUSG00000055341	Zfp457	GO:0001227
ENSMUSG00000055341	Zfp457	GO:0003700
ENSMUSG00000055341	Zfp457	GO:0001228
ENSMUSG00000055341	Zfp457	GO:0001227
ENSMUSG00000055341	Zfp457	GO:0003700
ENSMUSG00000055341	Zfp457	GO:0001228
ENSMUSG00000055341	Zfp457	GO:0001227
ENSMUSG00000035451	Foxa1	GO:0003700
ENSMUSG00000035451	Foxa1	GO:0000981
ENSMUSG00000035451	Foxa1	GO:0001228
ENSMUSG00000035451	Foxa1	GO:0003700
ENSMUSG00000035451	Foxa1	GO:0003700
ENSMUSG00000057842	Zfp595	GO:0003700
ENSMUSG00000057842	Zfp595	GO:0001228
ENSMUSG00000057842	Zfp595	GO:0001227
ENSMUSG00000057842	Zfp595	GO:0003700
ENSMUSG00000057842	Zfp595	GO:0001228
ENSMUSG00000057842	Zfp595	GO:0001227
ENSMUSG00000057842	Zfp595	GO:0003700
ENSMUSG00000057842	Zfp595	GO:0001228
ENSMUSG00000057842	Zfp595	GO:0001227
ENSMUSG00000057842	Zfp595	GO:0003700
ENSMUSG00000057842	Zfp595	GO:0001228
ENSMUSG00000057842	Zfp595	GO:0001227
ENSMUSG00000034551	Hdx	GO:0000981
ENSMUSG00000034551	Hdx	GO:0000981
ENSMUSG00000098905	Zfp953	GO:0000981
ENSMUSG00000098692	Gm28041	GO:0000981
ENSMUSG00000098692	Gm28041	GO:0003700
ENSMUSG00000078995	Zfp456	GO:0000981
ENSMUSG00000078995	Zfp456	GO:0003700
ENSMUSG00000078995	Zfp456	GO:0000981
ENSMUSG00000078995	Zfp456	GO:0003700
ENSMUSG00000078995	Zfp456	GO:0000981
ENSMUSG00000078995	Zfp456	GO:0003700
ENSMUSG00000021366	Hivep1	GO:0001227
ENSMUSG00000078994	Zfp429	GO:0000981
ENSMUSG00000078994	Zfp429	GO:0003700
ENSMUSG00000078994	Zfp429	GO:0000981
ENSMUSG00000078994	Zfp429	GO:0003700
ENSMUSG00000078994	Zfp429	GO:0000981
ENSMUSG00000078994	Zfp429	GO:0003700
ENSMUSG00000078994	Zfp429	GO:0000981
ENSMUSG00000078994	Zfp429	GO:0003700
ENSMUSG00000055560	Zfp459	GO:0001227
ENSMUSG00000055560	Zfp459	GO:0000981
ENSMUSG00000055560	Zfp459	GO:0001227
ENSMUSG00000055560	Zfp459	GO:0000981
ENSMUSG00000055560	Zfp459	GO:0001227
ENSMUSG00000055560	Zfp459	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000069206	Zfp874a	GO:0000981
ENSMUSG00000069206	Zfp874a	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0004879
ENSMUSG00000021255	Esrrb	GO:0001228
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0004879
ENSMUSG00000021255	Esrrb	GO:0001228
ENSMUSG00000021255	Esrrb	GO:0003700
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000021255	Esrrb	GO:0000981
ENSMUSG00000024922	Ovol1	GO:0000981
ENSMUSG00000024922	Ovol1	GO:0003700
ENSMUSG00000024922	Ovol1	GO:0001227
ENSMUSG00000024922	Ovol1	GO:0001227
ENSMUSG00000006720	Zfp184	GO:0000981
ENSMUSG00000006720	Zfp184	GO:0000981
ENSMUSG00000006720	Zfp184	GO:0000981
ENSMUSG00000059839	Zfp874b	GO:0000981
ENSMUSG00000059839	Zfp874b	GO:0003700
ENSMUSG00000059839	Zfp874b	GO:0000981
ENSMUSG00000059839	Zfp874b	GO:0003700
ENSMUSG00000071291	Zfp58	GO:0000981
ENSMUSG00000071291	Zfp58	GO:0000981
ENSMUSG00000045991	Onecut2	GO:0000981
ENSMUSG00000045991	Onecut2	GO:0001228
ENSMUSG00000045991	Onecut2	GO:0003700
ENSMUSG00000045991	Onecut2	GO:0001228
ENSMUSG00000097333	Zfp87	GO:0000981
ENSMUSG00000097333	Zfp87	GO:0003700
ENSMUSG00000097333	Zfp87	GO:0000981
ENSMUSG00000097333	Zfp87	GO:0003700
ENSMUSG00000097333	Zfp87	GO:0000981
ENSMUSG00000097333	Zfp87	GO:0003700
ENSMUSG00000097333	Zfp87	GO:0000981
ENSMUSG00000097333	Zfp87	GO:0003700
ENSMUSG00000095432	Zfp748	GO:0003700
ENSMUSG00000095432	Zfp748	GO:0001228
ENSMUSG00000058093	Zfp729b	GO:0001227
ENSMUSG00000058093	Zfp729b	GO:0000981
ENSMUSG00000058093	Zfp729b	GO:0003700
ENSMUSG00000058093	Zfp729b	GO:0001227
ENSMUSG00000058093	Zfp729b	GO:0000981
ENSMUSG00000058093	Zfp729b	GO:0003700
ENSMUSG00000114923	Gm49345	GO:0000981
ENSMUSG00000114923	Gm49345	GO:0000981
ENSMUSG00000021510	Zfp729a	GO:0003700
ENSMUSG00000021510	Zfp729a	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0003700
ENSMUSG00000048280	Zfp738	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0001227
ENSMUSG00000048280	Zfp738	GO:0003700
ENSMUSG00000048280	Zfp738	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0001227
ENSMUSG00000048280	Zfp738	GO:0003700
ENSMUSG00000048280	Zfp738	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0001227
ENSMUSG00000048280	Zfp738	GO:0003700
ENSMUSG00000048280	Zfp738	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0001227
ENSMUSG00000048280	Zfp738	GO:0003700
ENSMUSG00000048280	Zfp738	GO:0001228
ENSMUSG00000048280	Zfp738	GO:0001227
ENSMUSG00000071281	Zfp65	GO:0000981
ENSMUSG00000071281	Zfp65	GO:0000981
ENSMUSG00000071281	Zfp65	GO:0000981
ENSMUSG00000071281	Zfp65	GO:0000981
ENSMUSG00000058331	Zfp85	GO:0000981
ENSMUSG00000058331	Zfp85	GO:0000981
ENSMUSG00000090659	Zfp493	GO:0000981
ENSMUSG00000090659	Zfp493	GO:0000981
ENSMUSG00000090659	Zfp493	GO:0000981
ENSMUSG00000025592	Dach2	GO:0000981
ENSMUSG00000025592	Dach2	GO:0000981
ENSMUSG00000025592	Dach2	GO:0000981
ENSMUSG00000061517	Sox21	GO:0000981
ENSMUSG00000061517	Sox21	GO:0003700
ENSMUSG00000061517	Sox21	GO:0001228
ENSMUSG00000092109	Gm9376	GO:0000981
ENSMUSG00000092109	Gm9376	GO:0000981
ENSMUSG00000078302	Foxd1	GO:0003700
ENSMUSG00000078302	Foxd1	GO:0000981
ENSMUSG00000078302	Foxd1	GO:0001228
ENSMUSG00000030446	Zfp273	GO:0000981
ENSMUSG00000030446	Zfp273	GO:0000981
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0000981
ENSMUSG00000024927	Rela	GO:0001228
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0001227
ENSMUSG00000024927	Rela	GO:0000981
ENSMUSG00000024927	Rela	GO:0001227
ENSMUSG00000024927	Rela	GO:0000981
ENSMUSG00000024927	Rela	GO:0001228
ENSMUSG00000024927	Rela	GO:0000981
ENSMUSG00000024927	Rela	GO:0001227
ENSMUSG00000024927	Rela	GO:0001228
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000024927	Rela	GO:0003700
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0001228
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0001228
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0001228
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0001228
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000022383	Ppara	GO:0003700
ENSMUSG00000022383	Ppara	GO:0001227
ENSMUSG00000022383	Ppara	GO:0004879
ENSMUSG00000021944	Gata4	GO:0003700
ENSMUSG00000021944	Gata4	GO:0000981
ENSMUSG00000021944	Gata4	GO:0000981
ENSMUSG00000021944	Gata4	GO:0001228
ENSMUSG00000021944	Gata4	GO:0003700
ENSMUSG00000021944	Gata4	GO:0003700
ENSMUSG00000021944	Gata4	GO:0000981
ENSMUSG00000021944	Gata4	GO:0000981
ENSMUSG00000021944	Gata4	GO:0001216
ENSMUSG00000021944	Gata4	GO:0003700
ENSMUSG00000021944	Gata4	GO:0000981
ENSMUSG00000021944	Gata4	GO:0001216
ENSMUSG00000021944	Gata4	GO:0001228
ENSMUSG00000021944	Gata4	GO:0003700
ENSMUSG00000020656	Grhl1	GO:0001228
ENSMUSG00000020656	Grhl1	GO:0001228
ENSMUSG00000020656	Grhl1	GO:0001228
ENSMUSG00000020656	Grhl1	GO:0001228
ENSMUSG00000100194	Tgif2lx2	GO:0000981
ENSMUSG00000100194	Tgif2lx2	GO:0000981
ENSMUSG00000100133	Tgif2lx1	GO:0000981
ENSMUSG00000100133	Tgif2lx1	GO:0000981
ENSMUSG00000020653	Klf11	GO:0000981
ENSMUSG00000020653	Klf11	GO:0003700
ENSMUSG00000020653	Klf11	GO:0000981
ENSMUSG00000020653	Klf11	GO:0000981
ENSMUSG00000038418	Egr1	GO:0000981
ENSMUSG00000038418	Egr1	GO:0001228
ENSMUSG00000038418	Egr1	GO:0003700
ENSMUSG00000038418	Egr1	GO:0001228
ENSMUSG00000038418	Egr1	GO:0003700
ENSMUSG00000038418	Egr1	GO:0000981
ENSMUSG00000038418	Egr1	GO:0001228
ENSMUSG00000038418	Egr1	GO:0003700
ENSMUSG00000038418	Egr1	GO:0000981
